;question	answer	card_export_column__field_a	card_export_column__field_b	card_export_column__field_c	tags	c_Added	c_LatestReview	c_Due	c_Interval_in_Days	c_Ease	c_Reviews	c_Lapses	c_CardType	c_NoteType	c_Deck	c_NoteID	c_CardID	allrevs
;問題	答案
另起爐灶	「另起爐灶」，典源作「起爐作竈（灶）」。指建立爐子和灶子，也就是建立家業的意思。比喻創立見解。※語或出宋．陸九淵《象山先生全集．卷三五．語錄下》。後轉用「另起爐灶」比喻另立門戶。亦用來比喻捨棄舊事物，重新來過。 △「重整旗鼓」
兄弟鬩牆	鬩，互相爭訟。「兄弟鬩牆」指兄弟失和。語本《詩經．小雅．常棣》。後用「兄弟鬩牆」比喻團體內部不和睦。
兵連禍結	兵，戰爭。結，相連。「兵連禍結」指戰爭持續不斷，災禍接連而來。語出《漢書．卷九四．匈奴傳下》。 △「兵荒馬亂」
古道熱腸	有上古時代淳樸仁厚的風範，及樂於助人的心腸。形容待人仁厚、熱心。※＃語或出《官場現形記》第四四回。
出神入化	產生神妙，入於化境。語出明．黃佐《翰林記．卷一○．習書》。後用「出神入化」形容文藝、技藝、工藝等之技巧達到至高絕妙的境界。 △「出神變化」、「巧奪天工」、「鬼斧神工」
拖泥帶水	形容身上被泥、水沾汙，不利行動。比喻糾纏牽扯。※＃語或出《景德傳燈錄．卷七．蒲州麻谷山寶徹禪師》。後用「拖泥帶水」比喻言辭或行為不乾脆。
兩小無猜	稚齡男女，彼此天真無邪，毫無避嫌與猜疑。語本唐．李白〈長干行〉二首之一。 △「青梅竹馬」
居心叵測	「居心」，存心、處心。語出《三國志．卷五九．吳書．吳主五子傳》；「叵測」，難以預料、不可測。語出《新唐書．卷二○○．儒學列傳下．尹愔》。後用「居心叵測」比喻心存險詐，難以預測。 △「包藏禍心」、「別有用心」
千方百計	費盡心機，想盡一切辦法、計謀。※＃語或出宋．彭龜年〈論小人疑間兩宮乞車駕過宮面質疏〉。 △「千方萬計」
人定勝天	指人的智慧和力量，能夠克服自然阻礙，改造環境。＃語本《逸周書．卷三．文傳解》。
十惡不赦	十種不可赦免的重罪。典出《隋書．卷二五．刑法志》。後用「十惡不赦」形容罪大惡極，不可饒恕。
一刻千金	比喻時間極為珍貴。語本宋．蘇軾〈春夜〉詩。
一帆風順	船掛滿帆，一路順風而行。※語或本宋．楊萬里〈曉出洪澤霜晴風順〉詩。後用「一帆風順」比喻非常順利，毫無阻礙。 △「無往不利」
普天同慶	「普天同慶」之「普」，典源作「溥」。「溥」通「普」。全天下的人共同慶祝。語本《三國志．卷二六．魏書．滿田牽郭傳．郭淮》。
大惑不解	十分糊塗、迷惑，不懂道理。語本《莊子．天地》。後用「大惑不解」指對事物感到非常疑惑，無法了解。 △「百思不解」
麻木不仁	麻痺，沒有知覺。語本《黃帝內經素問．卷一二．痺論》。後用「麻木不仁」比喻對事物漠不關心或反應遲鈍。
渾渾噩噩	深厚廣大，嚴肅正直。語本漢．揚雄《法言．問神》。後用「渾渾噩噩」形容渾樸無知，也用來形容糊裡糊塗，茫無目的。
金蟬脫殼	金蟬蛻變於脫去外殼。比喻利用假象藉以脫身。※語或本《三國志平話》卷上。 △「逃之夭夭」、「溜之大吉」
五花八門	五花、八門各指古代兵法中的五花陣、八門陣。※語或出清．錢泳《履園叢話．卷一六．精怪．張氏怪》。後用「五花八門」比喻花樣繁多，變化多端。 △「形形色色」
推己及人	將心比心，設身處地替別人著想。語出晉．傅玄《傅子．卷一．仁論》。
一貧如洗	形容非常貧窮，一無所有。※語或本宋．王鎡〈山居〉詩。 △「家徒四壁」
欲擒故縱	為了捉拿而故意放縱。比喻為了要使對方就範，故意先放鬆一步。※語或出《三十六計．第三套．攻戰計．第一六計．欲擒姑縱》。 △「將欲奪之，必固與之」
吳下阿蒙	指三國吳名將呂蒙。語出晉．虞溥《江表傳》。後用「吳下阿蒙」比喻學識淺陋的人。 △「刮目相看」
國色天香	形容牡丹花濃郁的香味和嬌豔的姿態。※＃語或本唐．李濬《松窗雜錄》。後亦用「國色天香」形容容貌美麗、姿態曼妙的女子。
無與倫比	倫比，匹敵。「無與倫比」比喻沒有能比得上的。※語或本三國魏．華歆〈請受禪上言〉。 △「無可比擬」
心安理得	形容心中坦然無所愧咎，則行事合情合理。※＃語或本《論語．陽貨》。 △「問心無愧」
開宗明義	說明全書宗旨義理。語出《孝經．開宗明義章》宋．邢昺．疏。後用「開宗明義」指說話或寫文章一開始就揭明主旨綱要。 △「開門見山」
重見天日	被拘禁的人重新見到光明，獲得自由。※＃語或本《舊唐書．卷五一．后妃列傳上．中宗韋庶人》。後亦用「重見天日」指幽藏的事物重見於世，或用以比喻冤屈得到伸雪。
約法三章	漢高祖劉邦初入咸陽，臨時制定三條法律，與民共守。語出《史記．卷八．高祖本紀》。後用「約法三章」泛指事先約好或規定的事。
道貌岸然	學道的人容貌莊嚴肅穆。形容外表莊重嚴肅的樣子。語本敦煌變文《維摩詰經講經文》。 △「一本正經」
血流漂杵	指被殺的人很多，所流的血足以浮起木杵。語出《書經．武成》。後用「血流漂杵」形容戰場上殺戮的慘酷。
有恃無恐	形容有依靠而無所顧忌。語本《左傳．僖公二十六年》。
萬劫不復	佛教以世界經歷若干萬年即毀滅一次，再重新開始為「一劫」。「萬劫不復」指人一旦墮入無間地獄，雖歷經萬次世界毀滅那麼久的時間，也不易投胎為人。語出《梵網經盧舍那佛說菩薩心地戒品第十．梵網經菩薩戒序》。後用「萬劫不復」比喻無法挽救的行為或命運。
平易近人	指政令平和簡易，貼近民意。語本《史記．卷三三．魯周公世家》。後用「平易近人」形容態度和藹親切，容易接近。亦用於形容詩文淺白易懂。
飛揚跋扈	跋扈，形容人傲慢蠻橫。「飛揚跋扈」則形容態度蠻橫放縱，不受約束。＃語出《北齊書．卷二．神武帝紀下》。 △「飛揚跋扈」
快刀斬亂麻	原或作「快刀斬亂絲」，用利刀斬斷雜亂糾結的絲。※＃典或出三國吳．謝承《後漢書》。後用「快刀斬亂麻」比喻以果斷迅捷的手段解決複雜錯綜的問題。
苦口婆心	「苦口」，不辭辛苦的反覆規勸。＃語出《宋史．卷二五六．趙普列傳》。「婆心」，像老婆婆那樣慈愛的心腸。語出《景德傳燈錄．卷一二．鎮州臨濟義玄禪師》。「苦口婆心」形容以懇切真摯的態度，竭力勸告他人。 △「語重心長」
躊躇滿志	怡然自得地感到心滿意足。語出《莊子．養生主》。 △「目無全牛」、「庖丁解牛」、「春風得意」、「善刀而藏」、「遊刃有餘」
不屈不撓	「不屈不撓」之「撓」，典源作「橈」。「橈」義同「撓」。「不屈不撓」指意志堅毅，不肯屈服。＃語本《荀子．法行》。 △「百折不撓」
以德報怨	不記仇恨，反以恩德回報他人。＃語出《論語．憲問》。 △「以直報怨」、「以德報德」
比比皆是	比比，每每、頻頻。「比比皆是」形容到處都是。語本《戰國策．秦策一》。 △「比肩皆是」、「摩肩接踵」、「觸目皆是」
春風化雨	「春風」，春風吹拂，化育萬物。語出漢．劉向《說苑．卷五．貴德》。「化雨」，雨水灌育草木。語本《孟子．盡心上》。「春風化雨」指適合草木生長的和風及雨水，亦用於比喻師長和藹親切的教導。 △「春風風人」、「夏雨雨人」
顛沛流離	「顛沛」，比喻世道衰亂或人事挫折。語出《論語．里仁》。「流離」，流亡離散。◎語出《漢書．卷二四．食貨志上》。「顛沛流離」形容生活困迫不安，四處流浪。 △「百六之會」、「流離失所」、「陽九之阸」
雷厲風行	像打雷般猛烈，如颳風般快速。比喻政令執行嚴格迅速。※＃語或本《易經．復卦》三國魏．王弼．注。後用「雷厲風行」比喻人行事嚴格迅速。 △「大刀闊斧」
繼往開來	承續先人的事業，並為後人開拓道路。語本宋．朱熹〈隆興府學濂溪先生祠記〉。
十拿九穩	拿：握持。穩：穩當。比喻很有把握。※語或出明．阮大鋮《燕子箋》第七齣。 △「萬無一失」
窮兵黷武	「窮兵」，用盡全部兵力。語本《孫臏兵法．威王問》。「黷武」，濫行攻伐。語本《後漢書．卷七三．劉虞公孫瓚陶謙列傳．劉虞》。「窮兵黷武」表示恣意運用兵力，發動戰爭。
聚精會神	心神聚合，會集眾人的智慧。語出漢．王褒〈聖主得賢臣頌〉。後用「聚精會神」形容專心致志，精神集中。 △「相得益彰」
人浮於事	人的才幹超過所得的俸祿。語本《禮記．坊記》。後用「人浮於事」表示人多事少。 △「食浮於人」
寡廉鮮恥	缺乏廉恥之心。比喻不知羞恥。語出漢．司馬相如〈喻巴蜀檄〉。 △「恬不知恥」、「義無反顧」
白雲蒼狗	「白雲蒼狗」之「白雲」，典源作「白衣」，指白雲原本像一件潔淨的白衣，轉眼間卻變成灰狗的模樣。比喻世事變幻無常。語本唐．杜甫〈可嘆〉詩。 △「滄海桑田」
目空一切	形容人高傲自大，什麼都不放在眼裡。※＃語或本宋．陳亮《陳亮集．卷一六．題跋．題喻季直文編》。 △「目中無人」、「旁若無人」
模稜兩可	「模稜兩可」之「模」，典源作「摸」。「摸」，通「模」。「模稜兩可」摸物稜角兩端，摸那一端都可以。比喻處理事情的態度含混，不表示明確的意見或主張。語本《舊唐書．卷九四．蘇味道列傳》。 △「不置可否」
千篇一律	「千篇一律」典源作「千篇一體」，指許多篇詩文都是相同的格式、體裁。語本南朝梁．鍾嶸《詩品．卷中．晉司空張華詩》。後用「千篇一律」形容事物的形式呆板而毫無變化。
變本加厲	在原本的基礎上加以改變發展。語本南朝梁．蕭統〈文選序〉。後用「變本加厲」轉指事情改變原有的狀況而顯得更加嚴重。 △「踵事增華」
體貼入微	體會、思量達到細微的程度。※語或出清．趙翼《甌北詩話．卷二．杜少陵詩》。後用「體貼入微」形容對人的關懷與照顧，十分細緻周到。
充耳不聞	塞住耳朵，裝作沒聽見。※語或本《詩經．邶風．旄丘》鄭玄．箋。後用「充耳不聞」形容拒絕或不願聽取別人意見。 △「不聞不問」
如釋重負	像放下重擔那樣輕鬆。語出《穀梁傳．昭公二十九年》。後亦用「如釋重負」比喻責任已盡，身心輕鬆愉快。
深居簡出	指野獸潛藏在深山密林中，很少出來活動。語出唐．韓愈〈送浮屠文暢師序〉。後用「深居簡出」指人平日待在家裡，很少外出。 △「弱肉強食」
每下愈況	況，因比擬而明顯、顯著。「每下愈況」指估量豬隻肥瘦，要從最不易長肉的小腿部分去試；因為愈是下部細微的地方，肥瘦的差別就愈見明顯。語出《莊子．知北遊》。後轉用「每下愈況」比喻情況愈來愈壞。
蠢蠢欲動	像蟲子一樣扭曲著身軀欲有所行動。比喻人意圖為害作亂。語本《左傳．昭公二十四年》。 △「躍躍欲試」
同仇敵愾	「同仇」，一致對抗仇敵。語出《詩經．秦風．無衣》。「敵愾」，抵禦怨恨的人。語本《左傳．文公四年》。「同仇敵愾」指共同抵禦仇敵。
文質彬彬	作為一個君子，必須文采和實質均備，表裡一致。語出《論語．雍也》。後用「文質彬彬」形容人舉止文雅，態度端莊。也用作形容文章內容與辭采並茂。
聽天由命	任憑天意及命運而自然發展。語本漢．孔臧〈鴞賦〉。 △「聽其自然」
大腹便便	大肚子顯得肥胖而凸出的樣子。＃語本晉．司馬彪《續漢書》。 △「腦滿腸肥」
一成不變	刑罰一經執行，犯人受刑的事實，就無法改變。語本《禮記．王制》。後用「一成不變」引申指事情既定之後，從不改變。
行將就木	將要進棺材。指年紀已大，壽命將盡。語本《左傳．僖公二十三年》。
自顧不暇	顧，照顧。不暇，沒有時間。形容自身難保，沒有餘力再管別的事情。※語或本《晉書．卷一○二．劉聰載記》。
血氣方剛	泛指年輕人精力正當旺盛，易於衝動。語出《論語．季氏》。或單指年輕力壯。
自命不凡	形容自以為聰明、不平凡。※語或出《聊齋志異．卷九．楊大洪》。 △「孤芳自賞」
三教九流	「三教」指儒、佛、道。※語或出《周書．卷五．武帝紀上》。「九流」指先秦至漢初的儒、道、陰陽、法、名、墨、縱橫、雜、農九大學術流派。語出《漢書．卷一○○．敘傳下》。「三教九流」指宗教、學術的各種流派。亦用於指社會上各種行業或各色人物。
